video_id,product,brand,attribute,attribute_type,context
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#16 Blush Brush,NARS,Glow by Shiseido,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Lip Glow Oil,DIOR,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Lip Glow Oil,DIOR,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Lip Glow Oil,DIOR,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Lip Glow Oil,DIOR,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Lip Glow Oil,DIOR,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Lip Glow Oil,DIOR,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Lip Glow Oil,DIOR,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Rosy Glow Blush,DIOR,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Rosy Glow Blush,DIOR,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Rosy Glow Blush,DIOR,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Rosy Glow Blush,DIOR,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Rosy Glow Blush,DIOR,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Rosy Glow Blush,DIOR,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Rosy Glow Blush,DIOR,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Glow,DIOR,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Glow,DIOR,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Glow,DIOR,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Glow,DIOR,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Glow,DIOR,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Glow,DIOR,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Glow,DIOR,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Tint,DIOR,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Tint,DIOR,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Tint,DIOR,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Tint,DIOR,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Tint,DIOR,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Tint,DIOR,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Dior Addict Lip Tint,DIOR,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#70 Pomade Brow Brush,KVD Beauty,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#70 Pomade Brow Brush,KVD Beauty,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#70 Pomade Brow Brush,KVD Beauty,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#70 Pomade Brow Brush,KVD Beauty,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#70 Pomade Brow Brush,KVD Beauty,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#70 Pomade Brow Brush,KVD Beauty,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#70 Pomade Brow Brush,KVD Beauty,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,Glow,GLOSSY_FINISH," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,39 Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,Revitalize Skin Glow,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,Skin Glow,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,Skin Glow by,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,Glow by,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Complexion Perfection Brush #7,IT Cosmetics,Glow by Shiseido,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Diorshow Brow Styler Eyebrow Pencil,DIOR,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Diorshow Brow Styler Eyebrow Pencil,DIOR,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Diorshow Brow Styler Eyebrow Pencil,DIOR,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Diorshow Brow Styler Eyebrow Pencil,DIOR,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Diorshow Brow Styler Eyebrow Pencil,DIOR,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Diorshow Brow Styler Eyebrow Pencil,DIOR,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Diorshow Brow Styler Eyebrow Pencil,DIOR,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,Glow,GLOSSY_FINISH," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,39 Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,Revitalize Skin Glow,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,Skin Glow,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,Skin Glow by,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,Glow by,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,ITA Kabuki Brush,NARS,Glow by Shiseido,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,Glow,GLOSSY_FINISH," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,39 Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,Revitalize Skin Glow,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,Skin Glow,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,Skin Glow by,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,Glow by,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,#22 Blending Brush,NARS,Glow by Shiseido,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,Glow,GLOSSY_FINISH," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,39 Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,Revitalize Skin Glow,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,Skin Glow,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,Skin Glow by,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,Glow by,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,RevitalEssence Skin Glow Foundation SPF 30,Shiseido,Glow by Shiseido,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,Glow,GLOSSY_FINISH," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,39 Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,Revitalize Skin,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,Revitalize Skin Glow,NGRAM_ATTRIBUTE,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,Skin Glow,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 2"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,Skin Glow by,NGRAM_ATTRIBUTE," Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,Glow by,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Heavenly Luxe Dual Airbrush Concealer Brush #2,IT Cosmetics,Glow by Shiseido,NGRAM_ATTRIBUTE," by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Blush Filter Soft Glow Liquid Blush,HUDA BEAUTY,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Blush Filter Soft Glow Liquid Blush,HUDA BEAUTY,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Blush Filter Soft Glow Liquid Blush,HUDA BEAUTY,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Blush Filter Soft Glow Liquid Blush,HUDA BEAUTY,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Blush Filter Soft Glow Liquid Blush,HUDA BEAUTY,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Blush Filter Soft Glow Liquid Blush,HUDA BEAUTY,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Blush Filter Soft Glow Liquid Blush,HUDA BEAUTY,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Mini Talc-Free Powder Blush,NARS,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Mini Talc-Free Powder Blush,NARS,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Mini Talc-Free Powder Blush,NARS,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Mini Talc-Free Powder Blush,NARS,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Mini Talc-Free Powder Blush,NARS,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Mini Talc-Free Powder Blush,NARS,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Mini Talc-Free Powder Blush,NARS,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Precision Lip Liner,NARS,Luminous,GLOSSY_FINISH,"Armani Luminous Silk Concealer, €45 And the b"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Precision Lip Liner,NARS,Glow,GLOSSY_FINISH,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Precision Lip Liner,NARS,blend,FORMULA,"r, €45 And the brush I use to blend it is part of a Shane brush p"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Precision Lip Liner,NARS,Dior Rosy Glow,NGRAM_ATTRIBUTE,"l Techniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Precision Lip Liner,NARS,Rosy Glow,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techn"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Precision Lip Liner,NARS,Rosy Glow Blush,NGRAM_ATTRIBUTE,"hniques 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,Precision Lip Liner,NARS,Glow Blush,NGRAM_ATTRIBUTE,"es 201 Brush, €9.50 Dior Rosy Glow Blush, €43 And the Real Techniques "
