video_id,detection_type,method,score,sentence,sentiment,sentiment_score,product,product_id,brand,extracted_entities_str,categories_str
https://www.tiktok.com/@aliciarev/video/7280258198311947553,product_brand_category,semantic_similarity,9.970931053161621,"And finally, for the lips, the Laneige lip sleeping mask, which I love.",5 stars,0.7046281695365906,On-the-Glow Lip Balm Trio (LANEIGE),468.0,LANEIGE,"[{'text': 'Laneige', 'start': 31, 'end': 38, 'type': 'PERSON'}]","['Skincare', 'Value & Gift Sets']"
https://www.tiktok.com/@aliciarev/video/7280258198311947553,product_brand_category,semantic_similarity,9.255033493041992,"And finally, for the lips, the Laneige lip sleeping mask, which I love.",5 stars,0.7046281695365906,Glowy Makeup Serum (LANEIGE),1819.0,LANEIGE,"[{'text': 'Laneige', 'start': 31, 'end': 38, 'type': 'PERSON'}]","['Makeup', 'Face', 'Face Primer']"
https://www.tiktok.com/@aliciarev/video/7280258198311947553,product_brand_category,semantic_similarity,8.25725269317627,"And finally, for the lips, the Laneige lip sleeping mask, which I love.",5 stars,0.7046281695365906,Lip Glowy Lightweight Hydration Balm with Shea Butter (LANEIGE),112.0,LANEIGE,"[{'text': 'Laneige', 'start': 31, 'end': 38, 'type': 'PERSON'}]","['Skincare', 'Lip Balms & Treatments']"
https://www.tiktok.com/@aliciarev/video/7280258198311947553,product_brand_category,semantic_similarity,7.937300682067871,What I do is add a few drops of Isle of Paradise.,4 stars,0.4690132141113281,Sunny Serum Instant Face Bronzer (Isle of Paradise),738.0,Isle of Paradise,"[{'text': 'Isle of Paradise', 'start': 32, 'end': 48, 'type': 'LOC'}]","['Skincare', 'Treatments', 'Face Serums']"
https://www.tiktok.com/@aliciarev/video/7280258198311947553,product_brand_category,semantic_similarity,7.7713470458984375,"And finally, for the lips, the Laneige lip sleeping mask, which I love.",5 stars,0.7046281695365906,Bouncy & Firm Plumping Lip Treatment (LANEIGE),849.0,LANEIGE,"[{'text': 'Laneige', 'start': 31, 'end': 38, 'type': 'PERSON'}]","['Skincare', 'Lip Balms & Treatments']"
https://www.tiktok.com/@aliciarev/video/7280258198311947553,brand_category,exact_match,1.0,"And finally, for the lips, the Laneige lip sleeping mask, which I love.",5 stars,0.7046281695365906,,,LANEIGE,"[{'text': 'Laneige', 'start': 31, 'end': 38, 'type': 'PERSON'}]",['Lip']
https://www.tiktok.com/@aliciarev/video/7280258198311947553,category_only,exact_match,1.0,How much does my night skincare routine cost?,3 stars,0.2777941823005676,,,,"[{'text': 'night', 'start': 17, 'end': 22, 'type': 'TIME'}]",['Skincare']
https://www.tiktok.com/@aliciarev/video/7280258198311947553,category_only,exact_match,1.0,Then I wash my face with the Rose Calming Cleanser from Transparent Lab.,5 stars,0.38026002049446106,,,,"[{'text': 'the Rose Calming Cleanser', 'start': 25, 'end': 50, 'type': 'ORG'}, {'text': 'Calming', 'start': 34, 'end': 41, 'type': 'COSMETIC_ATTRIBUTE'}]",['Face']
https://www.tiktok.com/@aliciarev/video/7280258198311947553,category_only,exact_match,1.0,"I love it because it doesn't leave my face tight, but it moisturizes me a lot.",4 stars,0.5495565533638,,,,[],['Face']
https://www.tiktok.com/@aliciarev/video/7280258198311947553,category_only,exact_match,1.0,Let's move on to the eye contour.,4 stars,0.3075532615184784,,,,[],['Contour']
https://www.tiktok.com/@aliciarev/video/7280258198311947553,category_only,exact_match,1.0,Let's move on to the eye contour.,4 stars,0.3075532615184784,,,,[],['Eye']
https://www.tiktok.com/@aliciarev/video/7280258198311947553,category_only,exact_match,1.0,"Then I put on the eyebrow serum, which is Benefit's Huba Brow.",3 stars,0.24871793389320374,,,,"[{'text': 'Benefit', 'start': 42, 'end': 49, 'type': 'PERSON'}, {'text': 'Huba Brow', 'start': 52, 'end': 61, 'type': 'PERSON'}]",['Eyebrow']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"My daily makeup The first thing I would do would be to put on the moisturiser and the eye contour Please, don't forget the eye contour because when the dark circles are hydrated the concealer will look much better Having said that, let's start I always start with the eyebrows, so I do them with this It's the 03 pencil from Mercadona And look at the difference And I just made a line underneath because I have 300 bald spots Eyebrows done and super fast, I would only have to set them Two concealers I don't like to use foundation every day If you want to use it, go ahead Which blurred the concealer a little all over my face So it really is as if I used foundation And I used the True Skin from Catrice which leaves the skin super pretty And the infallible one from L'Oreal only in some little spots And honey, it's time to change your small sponge for this XXL one Because you can put on makeup with it in less than a minute And when we look like Mr.",4 stars,0.3741598278284073,,,,"[{'text': 'daily', 'start': 3, 'end': 8, 'type': 'DATE'}, {'text': 'first', 'start': 20, 'end': 25, 'type': 'ORDINAL'}, {'text': '03', 'start': 310, 'end': 312, 'type': 'CARDINAL'}, {'text': 'Mercadona', 'start': 325, 'end': 334, 'type': 'PERSON'}, {'text': '300', 'start': 411, 'end': 414, 'type': 'CARDINAL'}, {'text': 'Two', 'start': 486, 'end': 489, 'type': 'CARDINAL'}, {'text': 'every day', 'start': 532, 'end': 541, 'type': 'DATE'}, {'text': 'Catrice', 'start': 698, 'end': 705, 'type': 'GPE'}, {'text': ""L'Oreal"", 'start': 769, 'end': 776, 'type': 'ORG'}, {'text': 'XXL', 'start': 861, 'end': 864, 'type': 'ORG'}, {'text': 'less than a minute', 'start': 910, 'end': 928, 'type': 'TIME'}, {'text': 'hydrated', 'start': 169, 'end': 177, 'type': 'COSMETIC_ATTRIBUTE'}]",['Concealer']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"My daily makeup The first thing I would do would be to put on the moisturiser and the eye contour Please, don't forget the eye contour because when the dark circles are hydrated the concealer will look much better Having said that, let's start I always start with the eyebrows, so I do them with this It's the 03 pencil from Mercadona And look at the difference And I just made a line underneath because I have 300 bald spots Eyebrows done and super fast, I would only have to set them Two concealers I don't like to use foundation every day If you want to use it, go ahead Which blurred the concealer a little all over my face So it really is as if I used foundation And I used the True Skin from Catrice which leaves the skin super pretty And the infallible one from L'Oreal only in some little spots And honey, it's time to change your small sponge for this XXL one Because you can put on makeup with it in less than a minute And when we look like Mr.",4 stars,0.3741598278284073,,,,"[{'text': 'daily', 'start': 3, 'end': 8, 'type': 'DATE'}, {'text': 'first', 'start': 20, 'end': 25, 'type': 'ORDINAL'}, {'text': '03', 'start': 310, 'end': 312, 'type': 'CARDINAL'}, {'text': 'Mercadona', 'start': 325, 'end': 334, 'type': 'PERSON'}, {'text': '300', 'start': 411, 'end': 414, 'type': 'CARDINAL'}, {'text': 'Two', 'start': 486, 'end': 489, 'type': 'CARDINAL'}, {'text': 'every day', 'start': 532, 'end': 541, 'type': 'DATE'}, {'text': 'Catrice', 'start': 698, 'end': 705, 'type': 'GPE'}, {'text': ""L'Oreal"", 'start': 769, 'end': 776, 'type': 'ORG'}, {'text': 'XXL', 'start': 861, 'end': 864, 'type': 'ORG'}, {'text': 'less than a minute', 'start': 910, 'end': 928, 'type': 'TIME'}, {'text': 'hydrated', 'start': 169, 'end': 177, 'type': 'COSMETIC_ATTRIBUTE'}]",['Contour']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"My daily makeup The first thing I would do would be to put on the moisturiser and the eye contour Please, don't forget the eye contour because when the dark circles are hydrated the concealer will look much better Having said that, let's start I always start with the eyebrows, so I do them with this It's the 03 pencil from Mercadona And look at the difference And I just made a line underneath because I have 300 bald spots Eyebrows done and super fast, I would only have to set them Two concealers I don't like to use foundation every day If you want to use it, go ahead Which blurred the concealer a little all over my face So it really is as if I used foundation And I used the True Skin from Catrice which leaves the skin super pretty And the infallible one from L'Oreal only in some little spots And honey, it's time to change your small sponge for this XXL one Because you can put on makeup with it in less than a minute And when we look like Mr.",4 stars,0.3741598278284073,,,,"[{'text': 'daily', 'start': 3, 'end': 8, 'type': 'DATE'}, {'text': 'first', 'start': 20, 'end': 25, 'type': 'ORDINAL'}, {'text': '03', 'start': 310, 'end': 312, 'type': 'CARDINAL'}, {'text': 'Mercadona', 'start': 325, 'end': 334, 'type': 'PERSON'}, {'text': '300', 'start': 411, 'end': 414, 'type': 'CARDINAL'}, {'text': 'Two', 'start': 486, 'end': 489, 'type': 'CARDINAL'}, {'text': 'every day', 'start': 532, 'end': 541, 'type': 'DATE'}, {'text': 'Catrice', 'start': 698, 'end': 705, 'type': 'GPE'}, {'text': ""L'Oreal"", 'start': 769, 'end': 776, 'type': 'ORG'}, {'text': 'XXL', 'start': 861, 'end': 864, 'type': 'ORG'}, {'text': 'less than a minute', 'start': 910, 'end': 928, 'type': 'TIME'}, {'text': 'hydrated', 'start': 169, 'end': 177, 'type': 'COSMETIC_ATTRIBUTE'}]",['Eye']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"My daily makeup The first thing I would do would be to put on the moisturiser and the eye contour Please, don't forget the eye contour because when the dark circles are hydrated the concealer will look much better Having said that, let's start I always start with the eyebrows, so I do them with this It's the 03 pencil from Mercadona And look at the difference And I just made a line underneath because I have 300 bald spots Eyebrows done and super fast, I would only have to set them Two concealers I don't like to use foundation every day If you want to use it, go ahead Which blurred the concealer a little all over my face So it really is as if I used foundation And I used the True Skin from Catrice which leaves the skin super pretty And the infallible one from L'Oreal only in some little spots And honey, it's time to change your small sponge for this XXL one Because you can put on makeup with it in less than a minute And when we look like Mr.",4 stars,0.3741598278284073,,,,"[{'text': 'daily', 'start': 3, 'end': 8, 'type': 'DATE'}, {'text': 'first', 'start': 20, 'end': 25, 'type': 'ORDINAL'}, {'text': '03', 'start': 310, 'end': 312, 'type': 'CARDINAL'}, {'text': 'Mercadona', 'start': 325, 'end': 334, 'type': 'PERSON'}, {'text': '300', 'start': 411, 'end': 414, 'type': 'CARDINAL'}, {'text': 'Two', 'start': 486, 'end': 489, 'type': 'CARDINAL'}, {'text': 'every day', 'start': 532, 'end': 541, 'type': 'DATE'}, {'text': 'Catrice', 'start': 698, 'end': 705, 'type': 'GPE'}, {'text': ""L'Oreal"", 'start': 769, 'end': 776, 'type': 'ORG'}, {'text': 'XXL', 'start': 861, 'end': 864, 'type': 'ORG'}, {'text': 'less than a minute', 'start': 910, 'end': 928, 'type': 'TIME'}, {'text': 'hydrated', 'start': 169, 'end': 177, 'type': 'COSMETIC_ATTRIBUTE'}]",['Face']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"My daily makeup The first thing I would do would be to put on the moisturiser and the eye contour Please, don't forget the eye contour because when the dark circles are hydrated the concealer will look much better Having said that, let's start I always start with the eyebrows, so I do them with this It's the 03 pencil from Mercadona And look at the difference And I just made a line underneath because I have 300 bald spots Eyebrows done and super fast, I would only have to set them Two concealers I don't like to use foundation every day If you want to use it, go ahead Which blurred the concealer a little all over my face So it really is as if I used foundation And I used the True Skin from Catrice which leaves the skin super pretty And the infallible one from L'Oreal only in some little spots And honey, it's time to change your small sponge for this XXL one Because you can put on makeup with it in less than a minute And when we look like Mr.",4 stars,0.3741598278284073,,,,"[{'text': 'daily', 'start': 3, 'end': 8, 'type': 'DATE'}, {'text': 'first', 'start': 20, 'end': 25, 'type': 'ORDINAL'}, {'text': '03', 'start': 310, 'end': 312, 'type': 'CARDINAL'}, {'text': 'Mercadona', 'start': 325, 'end': 334, 'type': 'PERSON'}, {'text': '300', 'start': 411, 'end': 414, 'type': 'CARDINAL'}, {'text': 'Two', 'start': 486, 'end': 489, 'type': 'CARDINAL'}, {'text': 'every day', 'start': 532, 'end': 541, 'type': 'DATE'}, {'text': 'Catrice', 'start': 698, 'end': 705, 'type': 'GPE'}, {'text': ""L'Oreal"", 'start': 769, 'end': 776, 'type': 'ORG'}, {'text': 'XXL', 'start': 861, 'end': 864, 'type': 'ORG'}, {'text': 'less than a minute', 'start': 910, 'end': 928, 'type': 'TIME'}, {'text': 'hydrated', 'start': 169, 'end': 177, 'type': 'COSMETIC_ATTRIBUTE'}]",['Makeup']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"My daily makeup The first thing I would do would be to put on the moisturiser and the eye contour Please, don't forget the eye contour because when the dark circles are hydrated the concealer will look much better Having said that, let's start I always start with the eyebrows, so I do them with this It's the 03 pencil from Mercadona And look at the difference And I just made a line underneath because I have 300 bald spots Eyebrows done and super fast, I would only have to set them Two concealers I don't like to use foundation every day If you want to use it, go ahead Which blurred the concealer a little all over my face So it really is as if I used foundation And I used the True Skin from Catrice which leaves the skin super pretty And the infallible one from L'Oreal only in some little spots And honey, it's time to change your small sponge for this XXL one Because you can put on makeup with it in less than a minute And when we look like Mr.",4 stars,0.3741598278284073,,,,"[{'text': 'daily', 'start': 3, 'end': 8, 'type': 'DATE'}, {'text': 'first', 'start': 20, 'end': 25, 'type': 'ORDINAL'}, {'text': '03', 'start': 310, 'end': 312, 'type': 'CARDINAL'}, {'text': 'Mercadona', 'start': 325, 'end': 334, 'type': 'PERSON'}, {'text': '300', 'start': 411, 'end': 414, 'type': 'CARDINAL'}, {'text': 'Two', 'start': 486, 'end': 489, 'type': 'CARDINAL'}, {'text': 'every day', 'start': 532, 'end': 541, 'type': 'DATE'}, {'text': 'Catrice', 'start': 698, 'end': 705, 'type': 'GPE'}, {'text': ""L'Oreal"", 'start': 769, 'end': 776, 'type': 'ORG'}, {'text': 'XXL', 'start': 861, 'end': 864, 'type': 'ORG'}, {'text': 'less than a minute', 'start': 910, 'end': 928, 'type': 'TIME'}, {'text': 'hydrated', 'start': 169, 'end': 177, 'type': 'COSMETIC_ATTRIBUTE'}]",['Foundation']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"Potato Head We move on to the bronzer Depending on how long you're going to be outside and so on You can use it before cream products so that it lasts longer If I feel like it, I'll do the contour of my nose What colour do you think I'm going to use?",3 stars,0.37940987944602966,,,,"[{'text': 'Potato Head', 'start': 0, 'end': 11, 'type': 'PERSON'}]",['Bronzer']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"Potato Head We move on to the bronzer Depending on how long you're going to be outside and so on You can use it before cream products so that it lasts longer If I feel like it, I'll do the contour of my nose What colour do you think I'm going to use?",3 stars,0.37940987944602966,,,,"[{'text': 'Potato Head', 'start': 0, 'end': 11, 'type': 'PERSON'}]",['Contour']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"Well, the luminous one from Mercadona, so it's wonderful And with this powder I seal my forehead And now you see what I do on the contour The normal forehead And I cut under the contour I do it so that it looks cleaner And now we have the face ready with a good face effect For me, the most important thing is the mascara The essential one and the one I never go without is the golden one from Mercadona And it depends on the day, well, I combine it with one or the other We fix and comb the eyebrows And we move on to the lips I wouldn't leave them like that or I would put on a little gloss But I'm going to parade them so that it looks like I have lips And a little gloss Well that's it, I hope you liked it",5 stars,0.6599931716918945,,,,"[{'text': 'Mercadona', 'start': 28, 'end': 37, 'type': 'PERSON'}, {'text': 'Mercadona', 'start': 394, 'end': 403, 'type': 'PERSON'}, {'text': 'the day', 'start': 422, 'end': 429, 'type': 'DATE'}, {'text': 'one', 'start': 455, 'end': 458, 'type': 'CARDINAL'}, {'text': 'luminous', 'start': 10, 'end': 18, 'type': 'COSMETIC_ATTRIBUTE'}]",['Contour']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"Well, the luminous one from Mercadona, so it's wonderful And with this powder I seal my forehead And now you see what I do on the contour The normal forehead And I cut under the contour I do it so that it looks cleaner And now we have the face ready with a good face effect For me, the most important thing is the mascara The essential one and the one I never go without is the golden one from Mercadona And it depends on the day, well, I combine it with one or the other We fix and comb the eyebrows And we move on to the lips I wouldn't leave them like that or I would put on a little gloss But I'm going to parade them so that it looks like I have lips And a little gloss Well that's it, I hope you liked it",5 stars,0.6599931716918945,,,,"[{'text': 'Mercadona', 'start': 28, 'end': 37, 'type': 'PERSON'}, {'text': 'Mercadona', 'start': 394, 'end': 403, 'type': 'PERSON'}, {'text': 'the day', 'start': 422, 'end': 429, 'type': 'DATE'}, {'text': 'one', 'start': 455, 'end': 458, 'type': 'CARDINAL'}, {'text': 'luminous', 'start': 10, 'end': 18, 'type': 'COSMETIC_ATTRIBUTE'}]",['Face']
https://www.tiktok.com/@cintia.makeuupp/video/7148146163307367685,category_only,exact_match,1.0,"Well, the luminous one from Mercadona, so it's wonderful And with this powder I seal my forehead And now you see what I do on the contour The normal forehead And I cut under the contour I do it so that it looks cleaner And now we have the face ready with a good face effect For me, the most important thing is the mascara The essential one and the one I never go without is the golden one from Mercadona And it depends on the day, well, I combine it with one or the other We fix and comb the eyebrows And we move on to the lips I wouldn't leave them like that or I would put on a little gloss But I'm going to parade them so that it looks like I have lips And a little gloss Well that's it, I hope you liked it",5 stars,0.6599931716918945,,,,"[{'text': 'Mercadona', 'start': 28, 'end': 37, 'type': 'PERSON'}, {'text': 'Mercadona', 'start': 394, 'end': 403, 'type': 'PERSON'}, {'text': 'the day', 'start': 422, 'end': 429, 'type': 'DATE'}, {'text': 'one', 'start': 455, 'end': 458, 'type': 'CARDINAL'}, {'text': 'luminous', 'start': 10, 'end': 18, 'type': 'COSMETIC_ATTRIBUTE'}]",['Mascara']
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,product_brand_category,exact_match,1.0,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by Real Techniques, €8.94 Blush in the shade Freckled by Rode, €23 And the Heavenly Luxe brush by It Cosmetics, they no longer sell it because it was a limited edition, but it was €30 Laguna Bronzing Cream by Nars, €43 And this little brush by It Cosmetics is €28.73 at Primor, for example.",1 star,0.46596822142601013,Laguna Bronzing Cream,885.0,NARS,"[{'text': '39', 'start': 23, 'end': 25, 'type': 'MONEY'}, {'text': 'Shiseido', 'start': 50, 'end': 58, 'type': 'ORG'}, {'text': '36.40', 'start': 61, 'end': 66, 'type': 'MONEY'}, {'text': '259', 'start': 75, 'end': 78, 'type': 'CARDINAL'}, {'text': 'Real Techniques', 'start': 88, 'end': 103, 'type': 'ORG'}, {'text': '8.94', 'start': 106, 'end': 110, 'type': 'MONEY'}, {'text': '23', 'start': 149, 'end': 151, 'type': 'MONEY'}, {'text': 'Heavenly Luxe', 'start': 160, 'end': 173, 'type': 'ORG'}, {'text': '30', 'start': 266, 'end': 268, 'type': 'MONEY'}, {'text': 'Laguna Bronzing Cream', 'start': 269, 'end': 290, 'type': 'ORG'}, {'text': 'Nars', 'start': 294, 'end': 298, 'type': 'ORG'}, {'text': '43', 'start': 301, 'end': 303, 'type': 'MONEY'}, {'text': '28.73', 'start': 346, 'end': 351, 'type': 'MONEY'}, {'text': 'Primor', 'start': 355, 'end': 361, 'type': 'GPE'}, {'text': 'Glow', 'start': 42, 'end': 46, 'type': 'COSMETIC_ATTRIBUTE'}]","['Makeup', 'Cheek', 'Bronzer']"
https://www.tiktok.com/@carmensantaellaar/video/7431662463038344481,product_brand_category,exact_match,1.0,"Glacing Milk by Rode, €39 Revitalize Skin Glow by Shiseido, €36.40 And the 259 brush by Real Techniques, €8.94 Blush in the shade Freckled by Rode, €23 And the Heavenly Luxe brush by It Cosmetics, they no longer sell it because it was a limited edition, but it was €30 Laguna Bronzing Cream by Nars, €43 And this little brush by It Cosmetics is €28.73 at Primor, for example.",1 star,0.46596822142601013,#16 Blush Brush,1844.0,NARS,"[{'text': '39', 'start': 23, 'end': 25, 'type': 'MONEY'}, {'text': 'Shiseido', 'start': 50, 'end': 58, 'type': 'ORG'}, {'text': '36.40', 'start': 61, 'end': 66, 'type': 'MONEY'}, {'text': '259', 'start': 75, 'end': 78, 'type': 'CARDINAL'}, {'text': 'Real Techniques', 'start': 88, 'end': 103, 'type': 'ORG'}, {'text': '8.94', 'start': 106, 'end': 110, 'type': 'MONEY'}, {'text': '23', 'start': 149, 'end': 151, 'type': 'MONEY'}, {'text': 'Heavenly Luxe', 'start': 160, 'end': 173, 'type': 'ORG'}, {'text': '30', 'start': 266, 'end': 268, 'type': 'MONEY'}, {'text': 'Laguna Bronzing Cream', 'start': 269, 'end': 290, 'type': 'ORG'}, {'text': 'Nars', 'start': 294, 'end': 298, 'type': 'ORG'}, {'text': '43', 'start': 301, 'end': 303, 'type': 'MONEY'}, {'text': '28.73', 'start': 346, 'end': 351, 'type': 'MONEY'}, {'text': 'Primor', 'start': 355, 'end': 361, 'type': 'GPE'}, {'text': 'Glow', 'start': 42, 'end': 46, 'type': 'COSMETIC_ATTRIBUTE'}]","['Makeup', 'Brushes & Applicators']"
